Type, Quantum, Average Response Time, Context Switch Time
rr, 120000, 0.93170880, 0.00016224
mlfq, 125000, 1.06054385, 0.00011007
rr, 125000, 0.97044240, 0.00015274
mlfq, 130000, 1.07679544, 0.00005196
rr, 130000, 0.97660156, 0.00013088
mlfq, 135000, 1.09266859, 0.00006921
rr, 135000, 1.01429396, 0.00017621
mlfq, 140000, 1.10932062, 0.00004302
rr, 140000, 1.05169491, 0.00015274
mlfq, 145000, 1.12572443, 0.00006139
rr, 145000, 1.05283975, 0.00013668
mlfq, 150000, 1.13933382, 0.00005636
rr, 150000, 1.08888811, 0.00015225
mlfq, 155000, 1.15834348, 0.00005999
rr, 155000, 1.00908221, 0.00014674
mlfq, 160000, 1.17416307, 0.00006335
rr, 160000, 1.04150500, 0.00014290
mlfq, 165000, 1.19071320, 0.00006021
rr, 165000, 1.03274157, 0.00012878
mlfq, 170000, 1.20429031, 0.00006237
rr, 170000, 1.06421268, 0.00014925
mlfq, 175000, 1.21936866, 0.00003143
rr, 175000, 1.09506306, 0.00015798
mlfq, 180000, 1.23911557, 0.00005881
rr, 180000, 1.12646674, 0.00015561
mlfq, 185000, 1.25593701, 0.00006879
rr, 185000, 1.15794486, 0.00014506
mlfq, 190000, 1.27124355, 0.00005510
rr, 190000, 1.18912866, 0.00015337
mlfq, 195000, 1.28801871, 0.00006013
rr, 195000, 1.17148209, 0.00020519
mlfq, 200000, 1.30442881, 0.00006202
rr, 200000, 1.20145921, 0.00027175
mlfq, 205000, 1.32048794, 0.00005643
rr, 205000, 1.23108831, 0.00015323
mlfq, 210000, 1.33657441, 0.00006377
rr, 210000, 1.26142535, 0.00015232
mlfq, 215000, 1.35305341, 0.00005943
rr, 215000, 1.29153188, 0.00015128
mlfq, 220000, 1.36955617, 0.00005944
rr, 220000, 1.32149154, 0.00014387
mlfq, 225000, 1.38578622, 0.00005916
rr, 225000, 1.35163647, 0.00015190
mlfq, 230000, 1.40205878, 0.00005811
rr, 230000, 1.38156089, 0.00014820
mlfq, 235000, 1.41818663, 0.00005895
rr, 235000, 1.35262785, 0.00014904
mlfq, 240000, 1.43461617, 0.00005999
rr, 240000, 1.38156937, 0.00015547
mlfq, 245000, 1.45048311, 0.00007026
rr, 245000, 1.41035278, 0.00015602
mlfq, 250000, 1.46625182, 0.00004903
rr, 250000, 1.43894599, 0.00014820
fcfs, 0, 1.42234348, 0.00000810
sjf, 0, 0.51652240, 0.00000768
mlfq, 0, 1.41829122, 0.00001900
rr, 0, 0.78795268, 0.05026528
mlfq, 5000, 1.42639969, 0.00001795
rr, 5000, 0.68151675, 0.00104142
mlfq, 10000, 1.43343967, 0.00001816
rr, 10000, 0.68138592, 0.00059141
mlfq, 15000, 1.44121563, 0.00001837
rr, 15000, 0.69455235, 0.00041786
mlfq, 20000, 1.08193475, 0.00007012
rr, 20000, 0.69380501, 0.00034753
mlfq, 25000, 1.09677693, 0.00002996
rr, 25000, 0.70295518, 0.00025891
mlfq, 30000, 1.10922397, 0.00002947
rr, 30000, 0.70792157, 0.00026595
mlfq, 35000, 1.12695873, 0.00004959
rr, 35000, 0.71988297, 0.00025624
mlfq, 40000, 1.13551513, 0.00004547
rr, 40000, 0.75267153, 0.00023397
mlfq, 45000, 1.14815397, 0.00004812
rr, 45000, 0.72237446, 0.00032965
mlfq, 50000, 1.16548255, 0.00005490
rr, 50000, 0.77727637, 0.00023787
mlfq, 55000, 1.17742677, 0.00010365
rr, 55000, 0.78602006, 0.00021630
mlfq, 60000, 1.18940064, 0.00005056
rr, 60000, 0.82723386, 0.00022531
mlfq, 65000, 1.20225104, 0.00003904
rr, 65000, 0.81469607, 0.00024102
mlfq, 70000, 1.21295575, 0.00004889
rr, 70000, 0.85941742, 0.00019974
mlfq, 75000, 1.22666826, 0.00004588
rr, 75000, 0.90212059, 0.00021280
mlfq, 80000, 1.24025147, 0.00004470
rr, 80000, 0.88198779, 0.00030192
mlfq, 85000, 0.93024735, 0.00005706
rr, 85000, 0.80906872, 0.00017523
mlfq, 90000, 0.94635750, 0.00005650
rr, 90000, 0.83406948, 0.00016413
mlfq, 95000, 0.96208069, 0.00006139
rr, 95000, 0.88038071, 0.00017314
mlfq, 100000, 0.97891642, 0.00006006
rr, 100000, 0.90170980, 0.00016874
mlfq, 105000, 0.99534115, 0.00005937
rr, 105000, 0.84142859, 0.00012837
mlfq, 110000, 1.00937078, 0.00005894
rr, 110000, 0.88185197, 0.00017007
mlfq, 115000, 1.02827578, 0.00006006
rr, 115000, 0.92201446, 0.00036443
mlfq, 120000, 1.04425842, 0.00005741
rr, 120000, 0.93182482, 0.00018291
mlfq, 125000, 1.06018768, 0.00008360
rr, 125000, 0.97029537, 0.00015784
mlfq, 130000, 1.07697469, 0.00006104
rr, 130000, 0.97686286, 0.00016280
mlfq, 135000, 1.09313640, 0.00005944
rr, 135000, 1.01418267, 0.00019018
mlfq, 140000, 1.10934841, 0.00006041
rr, 140000, 1.05165735, 0.00019521
mlfq, 145000, 1.12542020, 0.00006474
rr, 145000, 1.05298947, 0.00015114
mlfq, 150000, 1.13951021, 0.00006251
rr, 150000, 1.08898875, 0.00018683
mlfq, 155000, 1.15785056, 0.00005944
rr, 155000, 1.00899610, 0.00016106
mlfq, 160000, 1.17434805, 0.00005978
rr, 160000, 1.04151352, 0.00014457
mlfq, 165000, 1.19163249, 0.00035025
rr, 165000, 1.03263198, 0.00012739
mlfq, 170000, 1.20411431, 0.00005504
rr, 170000, 1.06401540, 0.00014478
mlfq, 175000, 1.22303805, 0.00005874
rr, 175000, 1.09525456, 0.00016406
mlfq, 180000, 1.23897320, 0.00005957
rr, 180000, 1.12666734, 0.00016343
mlfq, 185000, 1.25604707, 0.00010812
rr, 185000, 1.15795269, 0.00015107
mlfq, 190000, 1.27143177, 0.00004651
rr, 190000, 1.18901337, 0.00015386
mlfq, 195000, 1.28808749, 0.00005161
rr, 195000, 1.17148676, 0.00014108
mlfq, 200000, 1.30414669, 0.00005909
rr, 200000, 1.20165059, 0.00018864
mlfq, 205000, 1.32029757, 0.00006069
rr, 205000, 1.23120218, 0.00013906
mlfq, 210000, 1.33677142, 0.00005958
rr, 210000, 1.26158728, 0.00015819
mlfq, 215000, 1.35304573, 0.00006328
rr, 215000, 1.29165575, 0.00014841
mlfq, 220000, 1.36980028, 0.00005811
rr, 220000, 1.32156480, 0.00015302
mlfq, 225000, 1.38584319, 0.00006006
rr, 225000, 1.35166177, 0.00015840
mlfq, 230000, 1.40207126, 0.00005916
rr, 230000, 1.38158675, 0.00015672
mlfq, 235000, 1.41840592, 0.00006363
rr, 235000, 1.35276929, 0.00014436
mlfq, 240000, 1.43408761, 0.00006328
rr, 240000, 1.38136521, 0.00014911
mlfq, 245000, 1.45096983, 0.00006167
rr, 245000, 1.41031423, 0.00015896
mlfq, 250000, 1.46653136, 0.00005580
rr, 250000, 1.43881041, 0.00014024
fcfs, 0, 1.42258695, 0.00000775
sjf, 0, 0.51742351, 0.00000768
mlfq, 0, 1.41946782, 0.00001851
rr, 0, 0.77765423, 0.05103671
mlfq, 5000, 1.42648589, 0.00001774
rr, 5000, 0.68144078, 0.00118884
mlfq, 10000, 1.43370989, 0.00002556
rr, 10000, 0.67192979, 0.00060628
mlfq, 15000, 1.44138246, 0.00002004
rr, 15000, 0.66828731, 0.00047862
mlfq, 20000, 1.08437041, 0.00002871
rr, 20000, 0.69342142, 0.00033391
mlfq, 25000, 1.09630096, 0.00002724
rr, 25000, 0.70911703, 0.00027608
mlfq, 30000, 1.11293293, 0.00003199
rr, 30000, 0.70801004, 0.00029843
mlfq, 35000, 1.12658636, 0.00009883
rr, 35000, 0.71996722, 0.00029556
mlfq, 40000, 1.13631647, 0.00004540
rr, 40000, 0.75261875, 0.00024200
mlfq, 45000, 1.14808937, 0.00003995
rr, 45000, 0.72211653, 0.00021183
mlfq, 50000, 1.16429551, 0.00004770
rr, 50000, 0.77743289, 0.00037267
mlfq, 55000, 1.17709890, 0.00004931
rr, 55000, 0.78603990, 0.00028355
mlfq, 60000, 1.18980220, 0.00004596
rr, 60000, 0.82734297, 0.00023718
mlfq, 65000, 1.20182438, 0.00003262
rr, 65000, 0.81462209, 0.00023634
mlfq, 70000, 1.21165508, 0.00005126
rr, 70000, 0.85962194, 0.00020296
mlfq, 75000, 1.22774274, 0.00004819
rr, 75000, 0.90174577, 0.00021413
mlfq, 80000, 1.23989248, 0.00004519
rr, 80000, 0.88211012, 0.00020415
mlfq, 85000, 0.93033662, 0.00006167
rr, 85000, 0.80935657, 0.00026638
mlfq, 90000, 0.94704575, 0.00009994
rr, 90000, 0.83402374, 0.00019423
mlfq, 95000, 0.96197427, 0.00004973
rr, 95000, 0.88039416, 0.00027581
mlfq, 100000, 0.97938029, 0.00006027
rr, 100000, 0.90152326, 0.00017810
mlfq, 105000, 0.99564456, 0.00010630
rr, 105000, 0.84128816, 0.00013228
mlfq, 110000, 1.00948942, 0.00005972
rr, 110000, 0.88189377, 0.00033964
mlfq, 115000, 1.02890558, 0.00006055
rr, 115000, 0.92164708, 0.00015128
mlfq, 120000, 1.04425074, 0.00006265
rr, 120000, 0.93186552, 0.00015582
mlfq, 125000, 1.06038423, 0.00006307
rr, 125000, 0.97043048, 0.00020373
mlfq, 130000, 1.07693048, 0.00005399
rr, 130000, 0.97647959, 0.00013961
mlfq, 135000, 1.09296250, 0.00005845
rr, 135000, 1.01429057, 0.00014569
mlfq, 140000, 1.10894211, 0.00006209
rr, 140000, 1.05175626, 0.00017481
mlfq, 145000, 1.12494614, 0.00006188
rr, 145000, 1.05286585, 0.00012767
mlfq, 150000, 1.13940447, 0.00006083
rr, 150000, 1.08871354, 0.00015288
mlfq, 155000, 1.15781582, 0.00006237
rr, 155000, 1.00900633, 0.00015051
mlfq, 160000, 1.17371967, 0.00005594
rr, 160000, 1.04164232, 0.00022866
mlfq, 165000, 1.19049013, 0.00006014
rr, 165000, 1.03273899, 0.00015435
mlfq, 170000, 1.20442981, 0.00005727
rr, 170000, 1.06400429, 0.00014883
mlfq, 175000, 1.22230235, 0.00006691
rr, 175000, 1.09503921, 0.00015889
mlfq, 180000, 1.23927612, 0.00011251
rr, 180000, 1.12662866, 0.00015637
mlfq, 185000, 1.25624798, 0.00017495
rr, 185000, 1.15789289, 0.00014073
mlfq, 190000, 1.27095593, 0.00004623
rr, 190000, 1.18904723, 0.00014988
mlfq, 195000, 1.28795318, 0.00005874
rr, 195000, 1.17164537, 0.00013207
mlfq, 200000, 1.30442970, 0.00005867
rr, 200000, 1.20152090, 0.00020701
mlfq, 205000, 1.32041281, 0.00005964
rr, 205000, 1.23153664, 0.00015463
mlfq, 210000, 1.33655044, 0.00006055
rr, 210000, 1.26154497, 0.00013968
mlfq, 215000, 1.35323028, 0.00016182
rr, 215000, 1.29139793, 0.00013738
mlfq, 220000, 1.36928494, 0.00006195
rr, 220000, 1.32169162, 0.00014087
mlfq, 225000, 1.38574606, 0.00005091
rr, 225000, 1.35155643, 0.00014729
mlfq, 230000, 1.40208017, 0.00005468
rr, 230000, 1.38150997, 0.00014695
mlfq, 235000, 1.41802898, 0.00006349
rr, 235000, 1.35278972, 0.00015358
mlfq, 240000, 1.43437022, 0.00015323
rr, 240000, 1.38155247, 0.00015016
mlfq, 245000, 1.45055588, 0.00007019
rr, 245000, 1.41031048, 0.00012963
mlfq, 250000, 1.46441976, 0.00006488
rr, 250000, 1.43859831, 0.00014220
fcfs, 0, 1.42216404, 0.00000768
sjf, 0, 0.51661603, 0.00000768
mlfq, 0, 1.41806761, 0.00002046
rr, 0, 0.77971134, 0.05021350
mlfq, 5000, 1.42687218, 0.00001586
rr, 5000, 0.66506665, 0.00114805
mlfq, 10000, 1.43334366, 0.00001949
rr, 10000, 0.68253444, 0.00065846
mlfq, 15000, 1.44122561, 0.00001788
rr, 15000, 0.69517166, 0.00044168
mlfq, 20000, 1.08453557, 0.00003164
rr, 20000, 0.69342532, 0.00036464
mlfq, 25000, 1.09593496, 0.00002766
rr, 25000, 0.70378510, 0.00028914
mlfq, 30000, 1.10876592, 0.00002507
rr, 30000, 0.70733269, 0.00025205
mlfq, 35000, 1.12622854, 0.00005001
rr, 35000, 0.72004216, 0.00025032
mlfq, 40000, 1.13607845, 0.00004379
rr, 40000, 0.75258441, 0.00025401
mlfq, 45000, 1.14909000, 0.00004952
rr, 45000, 0.72225662, 0.00033545
mlfq, 50000, 1.16506136, 0.00004868
rr, 50000, 0.77754662, 0.00035368
mlfq, 55000, 1.17738883, 0.00004686
rr, 55000, 0.78602584, 0.00022838
mlfq, 60000, 1.18964835, 0.00004756
rr, 60000, 0.82730438, 0.00021371
mlfq, 65000, 1.20159249, 0.00003199
rr, 65000, 0.81453828, 0.00021127
mlfq, 70000, 1.21252766, 0.00004609
rr, 70000, 0.85967167, 0.00020429
mlfq, 75000, 1.22696327, 0.00004337
rr, 75000, 0.90184061, 0.00020233
mlfq, 80000, 1.24018704, 0.00005322
rr, 80000, 0.88181557, 0.00019046
mlfq, 85000, 0.93076101, 0.00006446
rr, 85000, 0.80908764, 0.00017216
mlfq, 90000, 0.94632041, 0.00005888
rr, 90000, 0.83416321, 0.00014820
mlfq, 95000, 0.96255580, 0.00005867
rr, 95000, 0.88029493, 0.00021937
mlfq, 100000, 0.97858186, 0.00005566
rr, 100000, 0.90177292, 0.00015435
mlfq, 105000, 0.99549672, 0.00005629
rr, 105000, 0.84152537, 0.00012927
mlfq, 110000, 1.00930347, 0.00006048
rr, 110000, 0.88143137, 0.00016021
mlfq, 115000, 1.02775564, 0.00004980
rr, 115000, 0.92178501, 0.00015505
mlfq, 120000, 1.04395347, 0.00006237
rr, 120000, 0.93165530, 0.00021392
mlfq, 125000, 1.06083669, 0.00006146
rr, 125000, 0.97044357, 0.00019297
mlfq, 130000, 1.07680105, 0.00006349
rr, 130000, 0.97659348, 0.00015177
mlfq, 135000, 1.09290076, 0.00005517
rr, 135000, 1.01417179, 0.00015393
mlfq, 140000, 1.10927365, 0.00006321
rr, 140000, 1.05172319, 0.00014897
mlfq, 145000, 1.12562932, 0.00006775
rr, 145000, 1.05318218, 0.00015051
mlfq, 150000, 1.13975622, 0.00005476
rr, 150000, 1.08914291, 0.00015812
mlfq, 155000, 1.15790285, 0.00005804
rr, 155000, 1.00888980, 0.00017970
mlfq, 160000, 1.17503033, 0.00006118
rr, 160000, 1.04156385, 0.00013249
mlfq, 165000, 1.19051168, 0.00014890
rr, 165000, 1.03273648, 0.00012844
mlfq, 170000, 1.20429437, 0.00006453
rr, 170000, 1.06407560, 0.00014750
mlfq, 175000, 1.22244049, 0.00005888
rr, 175000, 1.09542269, 0.00015065
mlfq, 180000, 1.23975158, 0.00016127
rr, 180000, 1.12654884, 0.00014625
mlfq, 185000, 1.25591910, 0.00006027
rr, 185000, 1.15781953, 0.00016071
mlfq, 190000, 1.27159131, 0.00006446
rr, 190000, 1.18903782, 0.00015777
mlfq, 195000, 1.28866088, 0.00004777
rr, 195000, 1.17141250, 0.00013074
mlfq, 200000, 1.30400456, 0.00005964
rr, 200000, 1.20162028, 0.00013214
mlfq, 205000, 1.32087112, 0.00005657
rr, 205000, 1.23145986, 0.00014820
mlfq, 210000, 1.33737200, 0.00006586
rr, 210000, 1.26151487, 0.00015435
mlfq, 215000, 1.35337791, 0.00006034
rr, 215000, 1.29159031, 0.00015218
mlfq, 220000, 1.36978706, 0.00006474
rr, 220000, 1.32149973, 0.00014471
mlfq, 225000, 1.38600936, 0.00022335
rr, 225000, 1.35159458, 0.00015330
mlfq, 230000, 1.40223592, 0.00006181
rr, 230000, 1.38149194, 0.00013961
mlfq, 235000, 1.41758738, 0.00005238
rr, 235000, 1.35294678, 0.00014827
mlfq, 240000, 1.43438717, 0.00006342
rr, 240000, 1.38122948, 0.00013528
mlfq, 245000, 1.45034760, 0.00005880
rr, 245000, 1.41027470, 0.00014345
mlfq, 250000, 1.46662090, 0.00005957
rr, 250000, 1.43865174, 0.00022789
fcfs, 0, 1.42383470, 0.00000761
sjf, 0, 0.51669037, 0.00002151
mlfq, 0, 1.41812895, 0.00001893
rr, 0, 0.77776668, 0.05058289
mlfq, 5000, 1.42637387, 0.00001907
rr, 5000, 0.68142650, 0.00106543
mlfq, 10000, 1.43376955, 0.00001620
rr, 10000, 0.67168800, 0.00059246
mlfq, 15000, 1.44076283, 0.00001823
rr, 15000, 0.69450962, 0.00035828
mlfq, 20000, 1.08235278, 0.00004582
rr, 20000, 0.69351082, 0.00032652
mlfq, 25000, 1.09585696, 0.00004323
rr, 25000, 0.70950309, 0.00033286
mlfq, 30000, 1.11418719, 0.00002675
rr, 30000, 0.70795335, 0.00028551
mlfq, 35000, 1.12708495, 0.00005490
rr, 35000, 0.71988448, 0.00020785
mlfq, 40000, 1.13625738, 0.00005022
rr, 40000, 0.75258025, 0.00023208
mlfq, 45000, 1.14831579, 0.00004386
rr, 45000, 0.72202202, 0.00022286
mlfq, 50000, 1.16448904, 0.00004910
rr, 50000, 0.77733534, 0.00024319
mlfq, 55000, 1.17726668, 0.00004225
rr, 55000, 0.78588674, 0.00021274
mlfq, 60000, 1.18937658, 0.00009491
rr, 60000, 0.82726607, 0.00022670
mlfq, 65000, 1.20243790, 0.00003771
rr, 65000, 0.81452213, 0.00019828
mlfq, 70000, 1.21249609, 0.00004470
rr, 70000, 0.85961618, 0.00020351
mlfq, 75000, 1.22719031, 0.00005650
rr, 75000, 0.90188121, 0.00020854
mlfq, 80000, 1.23954883, 0.00004756
rr, 80000, 0.88190289, 0.00020044
mlfq, 85000, 0.93001600, 0.00004519
rr, 85000, 0.80894382, 0.00016839
mlfq, 90000, 0.94622520, 0.00006349
rr, 90000, 0.83368586, 0.00015847
mlfq, 95000, 0.96261004, 0.00005972
rr, 95000, 0.88057536, 0.00016678
mlfq, 100000, 0.97932127, 0.00005699
rr, 100000, 0.90145975, 0.00015770
mlfq, 105000, 0.99528652, 0.00005825
rr, 105000, 0.84141666, 0.00012425
mlfq, 110000, 1.00936673, 0.00005706
rr, 110000, 0.88161196, 0.00017048
mlfq, 115000, 1.02801919, 0.00005965
rr, 115000, 0.92175730, 0.00017293
mlfq, 120000, 1.04548343, 0.00006041
rr, 120000, 0.93164262, 0.00014255
mlfq, 125000, 1.06059122, 0.00005923
rr, 125000, 0.97003823, 0.00017621
mlfq, 130000, 1.07665211, 0.00005622
rr, 130000, 0.97649633, 0.00013563
mlfq, 135000, 1.09305261, 0.00006858
rr, 135000, 1.01417403, 0.00023920
mlfq, 140000, 1.10941181, 0.00010281
rr, 140000, 1.05168501, 0.00016566
mlfq, 145000, 1.12521134, 0.00005217
rr, 145000, 1.05283608, 0.00013431
mlfq, 150000, 1.13905044, 0.00006244
rr, 150000, 1.08893038, 0.00018718
mlfq, 155000, 1.15856712, 0.00021839
rr, 155000, 1.00913983, 0.00016706
mlfq, 160000, 1.17482908, 0.00006558
rr, 160000, 1.04122521, 0.00013849
mlfq, 165000, 1.19110199, 0.00007319
rr, 165000, 1.03277129, 0.00012830
mlfq, 170000, 1.20400145, 0.00006062
rr, 170000, 1.06407157, 0.00018138
mlfq, 175000, 1.22363581, 0.00005685
rr, 175000, 1.09505412, 0.00014925
mlfq, 180000, 1.23977370, 0.00005518
rr, 180000, 1.12662446, 0.00020387
mlfq, 185000, 1.25595723, 0.00005476
rr, 185000, 1.15786030, 0.00017076
mlfq, 190000, 1.27139146, 0.00005057
rr, 190000, 1.18928094, 0.00025709
mlfq, 195000, 1.28811804, 0.00005511
rr, 195000, 1.17155228, 0.00013514
mlfq, 200000, 1.30326613, 0.00005119
rr, 200000, 1.20175862, 0.00014415
mlfq, 205000, 1.32074443, 0.00005371
rr, 205000, 1.23142056, 0.00013982
mlfq, 210000, 1.33685065, 0.00005315
rr, 210000, 1.26168705, 0.00016336
mlfq, 215000, 1.35338425, 0.00006321
rr, 215000, 1.29155736, 0.00015826
mlfq, 220000, 1.36945300, 0.00006041
rr, 220000, 1.32155873, 0.00015568
mlfq, 225000, 1.38543380, 0.00006642
rr, 225000, 1.35163703, 0.00015805
mlfq, 230000, 1.40159737, 0.00005406
rr, 230000, 1.38165479, 0.00014304
mlfq, 235000, 1.41802612, 0.00006446
rr, 235000, 1.35273518, 0.00014925
mlfq, 240000, 1.43396980, 0.00006579
rr, 240000, 1.38154334, 0.00015847
mlfq, 245000, 1.45036585, 0.00006251
rr, 245000, 1.41048330, 0.00015742
mlfq, 250000, 1.46627485, 0.00005070
rr, 250000, 1.43884464, 0.00014688
fcfs, 0, 1.42243662, 0.00000719
sjf, 0, 0.51675440, 0.00000761
mlfq, 0, 1.41783921, 0.00001620
rr, 0, 0.77228702, 0.05030020
mlfq, 5000, 1.42643246, 0.00001746
rr, 5000, 0.67152161, 0.00101131
mlfq, 10000, 1.43333580, 0.00001816
rr, 10000, 0.68192085, 0.00057885
mlfq, 15000, 1.44188883, 0.00004302
rr, 15000, 0.69464333, 0.00041297
mlfq, 20000, 1.08433203, 0.00003855
rr, 20000, 0.69418809, 0.00034502
mlfq, 25000, 1.09697540, 0.00003108
rr, 25000, 0.70913809, 0.00029299
mlfq, 30000, 1.11329820, 0.00004016
rr, 30000, 0.70791412, 0.00027371
mlfq, 35000, 1.12380640, 0.00003715
rr, 35000, 0.72016424, 0.00024410
mlfq, 40000, 1.13584621, 0.00004959
rr, 40000, 0.75245810, 0.00026631
mlfq, 45000, 1.14920369, 0.00004505
rr, 45000, 0.72176291, 0.00020652
mlfq, 50000, 1.16504720, 0.00004602
rr, 50000, 0.77723759, 0.00024563
mlfq, 55000, 1.17731868, 0.00005092
rr, 55000, 0.78595448, 0.00021672
mlfq, 60000, 1.18997552, 0.00004707
rr, 60000, 0.82726457, 0.00023041
mlfq, 65000, 1.20141645, 0.00002941
rr, 65000, 0.81454967, 0.00019199
mlfq, 70000, 1.21245738, 0.00015351
rr, 70000, 0.85926628, 0.00024808
mlfq, 75000, 1.22777408, 0.00004610
rr, 75000, 0.90215881, 0.00021204
mlfq, 80000, 1.23950467, 0.00004526
rr, 80000, 0.88192015, 0.00020317
mlfq, 85000, 0.93034525, 0.00005881
rr, 85000, 0.80904904, 0.00016546
mlfq, 90000, 0.94704502, 0.00005692
rr, 90000, 0.83402758, 0.00015959
mlfq, 95000, 0.96231452, 0.00005888
rr, 95000, 0.88037979, 0.00025730
mlfq, 100000, 0.97884529, 0.00006000
rr, 100000, 0.90146003, 0.00016322
mlfq, 105000, 0.99551926, 0.00005413
rr, 105000, 0.84122504, 0.00015931
mlfq, 110000, 1.00898932, 0.00006397
rr, 110000, 0.88183577, 0.00017307
mlfq, 115000, 1.02818815, 0.00020931
rr, 115000, 0.92178947, 0.00018599
mlfq, 120000, 1.04463858, 0.00021623
rr, 120000, 0.93173574, 0.00016399
mlfq, 125000, 1.06059023, 0.00005573
rr, 125000, 0.97044596, 0.00015749
mlfq, 130000, 1.07689712, 0.00005929
rr, 130000, 0.97659027, 0.00012649
mlfq, 135000, 1.09245988, 0.00005615
rr, 135000, 1.01389775, 0.00015281
mlfq, 140000, 1.10893485, 0.00004596
rr, 140000, 1.05168674, 0.00017202
mlfq, 145000, 1.12556603, 0.00005818
rr, 145000, 1.05291633, 0.00018096
mlfq, 150000, 1.13946170, 0.00005895
rr, 150000, 1.08887559, 0.00019430
mlfq, 155000, 1.15791848, 0.00005818
rr, 155000, 1.00897570, 0.00016245
mlfq, 160000, 1.17448885, 0.00005888
rr, 160000, 1.04144671, 0.00015721
mlfq, 165000, 1.19045645, 0.00006328
rr, 165000, 1.03273506, 0.00012655
mlfq, 170000, 1.20518434, 0.00008486
rr, 170000, 1.06407464, 0.00015770
mlfq, 175000, 1.22240236, 0.00005252
rr, 175000, 1.09521978, 0.00014220
mlfq, 180000, 1.23993344, 0.00006439
rr, 180000, 1.12653740, 0.00014115
mlfq, 185000, 1.25569716, 0.00006419
rr, 185000, 1.15762524, 0.00015519
mlfq, 190000, 1.27165031, 0.00003869
rr, 190000, 1.18912205, 0.00015826
mlfq, 195000, 1.28808049, 0.00005748
rr, 195000, 1.17150155, 0.00013794
mlfq, 200000, 1.30412188, 0.00006076
rr, 200000, 1.20177571, 0.00016790
mlfq, 205000, 1.32040694, 0.00004337
rr, 205000, 1.23139912, 0.00014220
mlfq, 210000, 1.33729563, 0.00006265
rr, 210000, 1.26158134, 0.00015093
mlfq, 215000, 1.35282766, 0.00005964
rr, 215000, 1.29155912, 0.00015952
mlfq, 220000, 1.36895368, 0.00006209
rr, 220000, 1.32155002, 0.00014569
mlfq, 225000, 1.38599085, 0.00006160
rr, 225000, 1.35158493, 0.00014401
mlfq, 230000, 1.40174977, 0.00005727
rr, 230000, 1.38113114, 0.00014387
mlfq, 235000, 1.41800716, 0.00008255
rr, 235000, 1.35286931, 0.00018892
mlfq, 240000, 1.43475312, 0.00005371
rr, 240000, 1.38155274, 0.00014765
mlfq, 245000, 1.45052615, 0.00005538
rr, 245000, 1.41023285, 0.00014988
mlfq, 250000, 1.46692818, 0.00016364
rr, 250000, 1.43900202, 0.00019870
fcfs, 0, 1.42339646, 0.00000719
sjf, 0, 0.51662994, 0.00000726
mlfq, 0, 1.41803311, 0.00002040
rr, 0, 0.79244801, 0.05141283
mlfq, 5000, 1.42595801, 0.00001760
rr, 5000, 0.66508830, 0.00105091
mlfq, 10000, 1.43311323, 0.00001802
rr, 10000, 0.68212458, 0.00068640
mlfq, 15000, 1.44069327, 0.00001816
rr, 15000, 0.69487300, 0.00042142
mlfq, 20000, 1.08235696, 0.00005280
rr, 20000, 0.69403603, 0.00034411
mlfq, 25000, 1.09506788, 0.00002919
rr, 25000, 0.70945010, 0.00032260
mlfq, 30000, 1.11266179, 0.00003345
rr, 30000, 0.70782997, 0.00027894
mlfq, 35000, 1.12623773, 0.00004791
rr, 35000, 0.72007013, 0.00024235
mlfq, 40000, 1.13649987, 0.00005329
rr, 40000, 0.75239089, 0.00023627
mlfq, 45000, 1.14841424, 0.00004421
rr, 45000, 0.72218592, 0.00022691
mlfq, 50000, 1.16524392, 0.00004665
rr, 50000, 0.77742639, 0.00023488
mlfq, 55000, 1.17765730, 0.00004442
rr, 55000, 0.77195667, 0.00019164
mlfq, 60000, 1.18620083, 0.00004959
rr, 60000, 0.82721580, 0.00022761
mlfq, 65000, 1.20249044, 0.00005070
rr, 65000, 0.81463908, 0.00019178
mlfq, 70000, 1.21236372, 0.00004582
rr, 70000, 0.85937569, 0.00030640
mlfq, 75000, 1.22716354, 0.00005043
rr, 75000, 0.90191414, 0.00021252
mlfq, 80000, 1.23965514, 0.00005378
rr, 80000, 0.88214197, 0.00019800
mlfq, 85000, 0.93052352, 0.00006195
rr, 85000, 0.80915663, 0.00018536
mlfq, 90000, 0.94635481, 0.00005566
rr, 90000, 0.83396954, 0.00015072
mlfq, 95000, 0.96304735, 0.00006481
rr, 95000, 0.88062737, 0.00017440
mlfq, 100000, 0.97953053, 0.00006453
rr, 100000, 0.90187065, 0.00016657
mlfq, 105000, 0.99535872, 0.00005978
rr, 105000, 0.84146262, 0.00014136
mlfq, 110000, 1.00987877, 0.00006467
rr, 110000, 0.88172362, 0.00014701
mlfq, 115000, 1.02824469, 0.00006398
rr, 115000, 0.92174873, 0.00016839
mlfq, 120000, 1.04443499, 0.00005524
rr, 120000, 0.93175510, 0.00015910
mlfq, 125000, 1.06055794, 0.00006384
rr, 125000, 0.97016908, 0.00014268
mlfq, 130000, 1.07693146, 0.00006383
rr, 130000, 0.97670607, 0.00016664
mlfq, 135000, 1.09268807, 0.00006167
rr, 135000, 1.01431264, 0.00016161
mlfq, 140000, 1.10907631, 0.00005874
rr, 140000, 1.05169253, 0.00016398
mlfq, 145000, 1.12536296, 0.00006293
rr, 145000, 1.05290821, 0.00014115
mlfq, 150000, 1.13924706, 0.00006055
